cycle_type,total_heat_load,breeder_heat_load,divertor_heat_load,wall_heat_load,thermal_efficiency_cycle,thermal_efficiency_plant
rankine,1.091963096951765e8,0.5204166666666666,0.1,0.9,0.4272553320872725,0.23521832346841742
brayton,1.091963096951765e8,0.5204166666666666,0.1,0.9,0.28297665656997506,0.6635743822245888
rankine,1.2992632226094094e8,0.5204166666666666,0.1,0.9,0.3832597138232585,0.20279686765663318
brayton,1.2992632226094094e8,0.5204166666666666,0.1,0.9,0.28512040901255176,0.5999284787361899
rankine,1.5459175555819675e8,0.5204166666666666,0.1,0.9,0.4345577266616918,0.23763490134150622
brayton,1.5459175555819675e8,0.5204166666666666,0.1,0.9,0.30490671079991316,0.3669745875235958
rankine,1.839397165307878e8,0.5204166666666666,0.1,0.9,0.4376400033736949,0.23803972763942416
brayton,1.839397165307878e8,0.5204166666666666,0.1,0.9,0.29710243885648024,0.40200489613153145
rankine,2.1885914417143464e8,0.5204166666666666,0.1,0.9,0.4407666778316013,0.23814814894336955
brayton,2.1885914417143464e8,0.5204166666666666,0.1,0.9,0.2933428372628697,0.46035719229931826
rankine,2.6040773515835792e8,0.5204166666666666,0.1,0.9,0.43816447633966304,0.23799159303869422
brayton,2.6040773515835792e8,0.5204166666666666,0.1,0.9,0.2967140456034064,0.42626864890822813
rankine,3.09843981100408e8,0.5204166666666666,0.1,0.9,0.46182154148610455,0.2514287898180615
brayton,3.09843981100408e8,0.5204166666666666,0.1,0.9,0.30039361552010313,0.3965395229726766
rankine,3.686652877871272e8,0.5204166666666666,0.1,0.9,0.4544866788950207,0.24441271540622467
brayton,3.686652877871272e8,0.5204166666666666,0.1,0.9,0.30296536400892715,0.34712101225991754
rankine,4.386533310618707e8,0.5204166666666666,0.1,0.9,0.3944778975217752,0.23498781997213425
brayton,4.386533310618707e8,0.5204166666666666,0.1,0.9,0.3085668700914509,0.3466830935540671
rankine,5.219280231307794e8,0.5204166666666666,0.1,0.9,0.3945749333370657,0.23509263268920466
brayton,5.219280231307794e8,0.5204166666666666,0.1,0.9,0.3299522773328938,0.28657256014470534
rankine,6.210117239273419e8,0.5204166666666666,0.1,0.9,0.4592592518412659,0.24638706684040845
brayton,6.210117239273419e8,0.5204166666666666,0.1,0.9,0.3292887097777354,0.2864428389103769
rankine,7.389056424712714e8,0.5204166666666666,0.1,0.9,0.46322536748643217,0.2503885193925016
brayton,7.389056424712714e8,0.5204166666666666,0.1,0.9,0.3282965433614191,0.28554818366503065
rankine,8.791807423908827e8,0.5204166666666666,0.1,0.9,0.4637164863640503,0.2515491193925854
brayton,8.791807423908827e8,0.5204166666666666,0.1,0.9,0.3414701668588367,0.2618666303416589
rankine,1.0460859051039609e9,0.5204166666666666,0.1,0.9,0.46472156992027225,0.2516771500814218
brayton,1.0460859051039609e9,0.5204166666666666,0.1,0.9,0.346841217114051,0.25101779276392666
rankine,1.2446766268802671e9,0.5204166666666666,0.1,0.9,0.4648045218645208,0.25168927021122267
brayton,1.2446766268802671e9,0.5204166666666666,0.1,0.9,0.34804130217315365,0.24882944970205767
rankine,1.4809681479725866e9,0.5204166666666666,0.1,0.9,0.46496009011208805,0.25168812679259656
brayton,1.4809681479725866e9,0.5204166666666666,0.1,0.9,0.34225013025205964,0.25624782907273247
rankine,1.7621176520416307e9,0.5204166666666666,0.1,0.9,0.4655183375820373,0.2511503887115687
brayton,1.7621176520416307e9,0.5204166666666666,0.1,0.9,0.34588650388083864,0.2486143408228726
rankine,2.096641054628668e9,0.5204166666666666,0.1,0.9,0.46495785542990165,0.2371255486464655
brayton,2.096641054628668e9,0.5204166666666666,0.1,0.9,0.35373013542143983,0.24747822076987458
rankine,2.494670947119346e9,0.5204166666666666,0.1,0.9,0.46458131230131894,0.23736030447913548
brayton,2.494670947119346e9,0.5204166666666666,0.1,0.9,0.35929318126826293,0.23482815180823424
rankine,2.9682635092269273e9,0.5204166666666666,0.1,0.9,0.46536061123115946,0.19935293207825544
brayton,2.9682635092269273e9,0.5204166666666666,0.1,0.9,0.36473520903013945,0.22528293497435703
rankine,3.5317636862616854e9,0.5204166666666666,0.1,0.9,0.46439019100296564,0.16548184162670898
brayton,3.5317636862616854e9,0.5204166666666666,0.1,0.9,0.36695867713018415,0.19949587494978904
rankine,4.202239692272256e9,0.5204166666666666,0.1,0.9,0.46517434150558945,0.1392314019276727
brayton,4.202239692272256e9,0.5204166666666666,0.1,0.9,0.3669220948475185,0.1659209909581446
rankine,4.999999999999999e9,0.5204166666666666,0.1,0.9,0.4652480457868028,0.11601744825200866
brayton,4.999999999999999e9,0.5204166666666666,0.1,0.9,0.36687296060430086,0.13768154487651507
rankine,1.0e6,0.5408333333333333,0.1,0.9,0.345030304306035,-0.2614833589467638
brayton,1.0e6,0.5408333333333333,0.1,0.9,0.2700525970442773,-40.77692246295172
rankine,1.189841695416561e6,0.5408333333333333,0.1,0.9,0.34610972698713294,-0.17573833989827348
brayton,1.189841695416561e6,0.5408333333333333,0.1,0.9,0.27007857300092253,-33.99758036671564
rankine,1.4157232601517623e6,0.5408333333333333,0.1,0.9,0.34754073067556013,-0.10257144085813064
brayton,1.4157232601517623e6,0.5408333333333333,0.1,0.9,0.2701094649193141,-28.29989128804588
rankine,1.6844865640996376e6,0.5408333333333333,0.1,0.9,0.34911746858501014,-0.041512144390154715
brayton,1.6844865640996376e6,0.5408333333333333,0.1,0.9,0.2701461996863802,-23.511274310932066
rankine,2.0042723493347345e6,0.5408333333333333,0.1,0.9,0.35096403715340696,0.009930084449290888
brayton,2.0042723493347345e6,0.5408333333333333,0.1,0.9,0.2700836754357593,-19.361578450171514
rankine,2.3847668102089795e6,0.5408333333333333,0.1,0.9,0.35300333934259587,0.05283427270772223
brayton,2.3847668102089795e6,0.5408333333333333,0.1,0.9,0.27011555592187697,-15.97915039655659
rankine,2.8374949846322024e6,0.5408333333333333,0.1,0.9,0.3553618852665287,0.08897763773576928
brayton,2.8374949846322024e6,0.5408333333333333,0.1,0.9,0.27030352633739085,-13.26141946929604
rankine,3.3761698432507757e6,0.5408333333333333,0.1,0.9,0.357930304010745,0.11899575635353554
brayton,3.3761698432507757e6,0.5408333333333333,0.1,0.9,0.2703768795864955,-10.872184306324774
rankine,4.017107650307785e6,0.5408333333333333,0.1,0.9,0.36073702430113996,0.14393440576929128
brayton,4.017107650307785e6,0.5408333333333333,0.1,0.9,0.2704640356228635,-8.864142382702338
rankine,4.779722177313052e6,0.5408333333333333,0.1,0.9,0.3639971946857491,0.16508692474394393
brayton,4.779722177313052e6,0.5408333333333333,0.1,0.9,0.2705675641595725,-7.176470844511355
rankine,5.687112739074311e6,0.5408333333333333,0.1,0.9,0.36747934992312237,0.18246829804989406
brayton,5.687112739074311e6,0.5408333333333333,0.1,0.9,0.27069050196127675,-5.758050739822899
rankine,6.766763863485315e6,0.5408333333333333,0.1,0.9,0.37120157835431233,0.1967057754485264
brayton,6.766763863485315e6,0.5408333333333333,0.1,0.9,0.2708364330453078,-4.565918644487611
rankine,8.051377787812903e6,0.5408333333333333,0.1,0.9,0.3751344099850844,0.2082269924287965
brayton,8.051377787812903e6,0.5408333333333333,0.1,0.9,0.27100958070829395,-3.563965315931142
rankine,9.579864997490564e6,0.5408333333333333,0.1,0.9,0.37936548513218804,0.21756123425063323
brayton,9.579864997490564e6,0.5408333333333333,0.1,0.9,0.27121491228921235,-2.7218419576760455
rankine,1.1398522810475966e7,0.5408333333333333,0.1,0.9,0.38371031456661586,0.22473704368842728
brayton,1.1398522810475966e7,0.5408333333333333,0.1,0.9,0.2708677758586102,-1.8898980462598782
rankine,1.3562437706061097e7,0.5408333333333333,0.1,0.9,0.38815129311807717,0.23000932078521186
brayton,1.3562437706061097e7,0.5408333333333333,0.1,0.9,0.2710475020558134,-1.2952020606929522
rankine,1.6137153874161264e7,0.5408333333333333,0.1,0.9,0.39263663896823076,0.23352187320380713
brayton,1.6137153874161264e7,0.5408333333333333,0.1,0.9,0.2712609172440026,-0.7954116349703115
rankine,1.9200658524830006e7,0.5408333333333333,0.1,0.9,0.39749749584244687,0.23576195177269865
brayton,1.9200658524830006e7,0.5408333333333333,0.1,0.9,0.27237622186547517,-0.48421943254406474
rankine,2.284574409229823e7,0.5408333333333333,0.1,0.9,0.403778518859109,0.23773040784577049
brayton,2.284574409229823e7,0.5408333333333333,0.1,0.9,0.27283151416916185,-0.13089849608405357
rankine,2.7182818883833066e7,0.5408333333333333,0.1,0.9,0.4125680338565212,0.19591112387519027
brayton,2.7182818883833066e7,0.5408333333333333,0.1,0.9,0.27336846024637973,0.1661341209007453
rankine,3.234325130694131e7,0.5408333333333333,0.1,0.9,0.4240573637890178,0.24265253319905922
brayton,3.234325130694131e7,0.5408333333333333,0.1,0.9,0.2741870494210389,0.40147449445024985
rankine,3.848334897033504e7,0.5408333333333333,0.1,0.9,0.4377041759349326,0.2443690912635701
brayton,3.848334897033504e7,0.5408333333333333,0.1,0.9,0.2749621197930754,0.6115413282499873
rankine,4.57890931841707e7,0.5408333333333333,0.1,0.9,0.4529589035944106,0.205526228084997
brayton,4.57890931841707e7,0.5408333333333333,0.1,0.9,0.2756146911269096,0.8025379620312041
rankine,5.448177226584069e7,0.5408333333333333,0.1,0.9,0.461771989679194,0.23716932690462078
brayton,5.448177226584069e7,0.5408333333333333,0.1,0.9,0.27663330654543516,0.951170800857559
rankine,6.482468428208699e7,0.5408333333333333,0.1,0.9,0.4353490681666603,0.2439216432977459
brayton,6.482468428208699e7,0.5408333333333333,0.1,0.9,0.27782072976637995,0.923710221375771
rankine,7.713111225104184e7,0.5408333333333333,0.1,0.9,0.40414518405858235,0.2371188748910631
brayton,7.713111225104184e7,0.5408333333333333,0.1,0.9,0.27919990014900264,0.8183158133739499
rankine,9.17738133701449e7,0.5408333333333333,0.1,0.9,0.4166308773109635,0.2403661351437324
brayton,9.17738133701449e7,0.5408333333333333,0.1,0.9,0.28449392037285326,0.5899309419381863
rankine,1.091963096951765e8,0.5408333333333333,0.1,0.9,0.4345557089197847,0.2435512267486546
brayton,1.091963096951765e8,0.5408333333333333,0.1,0.9,0.2831629861864524,0.6665413327001892
rankine,1.2992632226094094e8,0.5408333333333333,0.1,0.9,0.38391506083649574,0.20795000418396836
brayton,1.2992632226094094e8,0.5408333333333333,0.1,0.9,0.28527864408085735,0.6034189841493764
rankine,1.5459175555819675e8,0.5408333333333333,0.1,0.9,0.4422614339009491,0.24459609970681173
brayton,1.5459175555819675e8,0.5408333333333333,0.1,0.9,0.3052934956633381,0.3718240370769731
rankine,1.839397165307878e8,0.5408333333333333,0.1,0.9,0.4446170733614412,0.2444246645494631
brayton,1.839397165307878e8,0.5408333333333333,0.1,0.9,0.2905611950845346,0.5044617594641271
rankine,2.1885914417143464e8,0.5408333333333333,0.1,0.9,0.4424834994282356,0.24453881393003019
brayton,2.1885914417143464e8,0.5408333333333333,0.1,0.9,0.2935862400030236,0.4639851806948896
rankine,2.6040773515835792e8,0.5408333333333333,0.1,0.9,0.4581211982230886,0.2532929716387077
brayton,2.6040773515835792e8,0.5408333333333333,0.1,0.9,0.29706295929015836,0.4309351216265678
rankine,3.09843981100408e8,0.5408333333333333,0.1,0.9,0.4630750445466564,0.25267184674955223
brayton,3.09843981100408e8,0.5408333333333333,0.1,0.9,0.30078544810745944,0.4012307430097891
rankine,3.686652877871272e8,0.5408333333333333,0.1,0.9,0.39407537086528754,0.2438227569485527
brayton,3.686652877871272e8,0.5408333333333333,0.1,0.9,0.3150726234797083,0.30855081048659605
rankine,4.386533310618707e8,0.5408333333333333,0.1,0.9,0.3935064179598432,0.24318006745224852
brayton,4.386533310618707e8,0.5408333333333333,0.1,0.9,0.308971287964931,0.3409928798125633
rankine,5.219280231307794e8,0.5408333333333333,0.1,0.9,0.3944128433099652,0.24421493546848283
brayton,5.219280231307794e8,0.5408333333333333,0.1,0.9,0.33063304863913356,0.29769779543679353
rankine,6.210117239273419e8,0.5408333333333333,0.1,0.9,0.4629477813384256,0.2514272815707146
brayton,6.210117239273419e8,0.5408333333333333,0.1,0.9,0.3303800062390476,0.29764641478981924
rankine,7.389056424712714e8,0.5408333333333333,0.1,0.9,0.4645283379777311,0.25897141966459825
brayton,7.389056424712714e8,0.5408333333333333,0.1,0.9,0.330431889883404,0.2976498783818764
rankine,8.791807423908827e8,0.5408333333333333,0.1,0.9,0.4646756852837519,0.2589576848376095
brayton,8.791807423908827e8,0.5408333333333333,0.1,0.9,0.3300484755330503,0.29732693674340005
rankine,1.0460859051039609e9,0.5408333333333333,0.1,0.9,0.46488339593362216,0.25905574468299875
brayton,1.0460859051039609e9,0.5408333333333333,0.1,0.9,0.34579471907380843,0.2617933944054107
rankine,1.2446766268802671e9,0.5408333333333333,0.1,0.9,0.4655376272441769,0.25913402881840775
brayton,1.2446766268802671e9,0.5408333333333333,0.1,0.9,0.34901112719135663,0.25361615391868986
rankine,1.4809681479725866e9,0.5408333333333333,0.1,0.9,0.46520758556725783,0.25909365730322764
brayton,1.4809681479725866e9,0.5408333333333333,0.1,0.9,0.3493474857521526,0.2536204580801418
rankine,1.7621176520416307e9,0.5408333333333333,0.1,0.9,0.4584319750547109,0.25786680971319265
brayton,1.7621176520416307e9,0.5408333333333333,0.1,0.9,0.3494619406645465,0.2536159852414547
rankine,2.096641054628668e9,0.5408333333333333,0.1,0.9,0.4635879355846575,0.2503197853161282
brayton,2.096641054628668e9,0.5408333333333333,0.1,0.9,0.3545123025654803,0.2523550460823353
rankine,2.494670947119346e9,0.5408333333333333,0.1,0.9,0.46519400313210146,0.24206730987031677
