cycle_type,total_heat_load,breeder_heat_load,divertor_heat_load,wall_heat_load,thermal_efficiency_cycle,thermal_efficiency_plant
brayton,3.72751426827092e9,0.535,0.3666666666666667,0.6333333333333333,0.3670013940158089,0.1903931495153307
rankine,4.999999999999999e9,0.535,0.3666666666666667,0.6333333333333333,0.46561399290370153,0.08297432208727229
brayton,4.999999999999999e9,0.535,0.3666666666666667,0.6333333333333333,0.36725104614324167,0.14083055564143832
rankine,1.0e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.34518749714208785,-0.25365754809122976
brayton,1.0e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.2700561794280837,-40.78526466226497
rankine,1.3413764884981478e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.3472943736067444,-0.1160078311458157
brayton,1.3413764884981478e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.27010410051754585,-29.97171682402991
rankine,1.7992908838956216e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.34960045845870646,-0.015438158047754724
brayton,1.7992908838956216e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.27016831789986506,-21.910170117078774
rankine,2.4135264876266425e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.3534704075322106,0.06323572271974143
brayton,2.4135264876266425e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.2701702071459008,-15.817845482375787
rankine,3.2374476848698943e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.35765017411522826,0.11981452813967408
brayton,3.2374476848698943e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.2703695363934735,-11.419795937589484
rankine,4.342636207227237e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.3626030930228079,0.16140554574604615
brayton,4.342636207227237e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.2705236882781833,-8.079571665361303
rankine,5.825110106475398e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.36840635910605957,0.19181644047082747
brayton,5.825110106475398e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.27072981250648753,-5.58937337346468
rankine,7.813665739739025e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.37497892965007684,0.21356670223372587
brayton,7.813665739739025e6,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.27100513677182037,-3.732854289026146
rankine,1.0481067512269437e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.38217194563599133,0.228448253731922
brayton,1.0481067512269437e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.27101483042228836,-2.266936008033606
rankine,1.4059057535320025e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.38959052621364665,0.23743507149251986
brayton,1.4059057535320025e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.27138624039178016,-1.2352076980388045
rankine,1.885848922832096e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.3975736975530121,0.24195452064342682
brayton,1.885848922832096e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.27251043329483204,-0.5471966494319946
rankine,2.5296334059465367e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.40967857861250756,0.24570633594234415
brayton,2.5296334059465367e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.2728614397349859,0.07621521314937851
rankine,3.393190775256175e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.42946242533666146,0.25049295003943506
brayton,3.393190775256175e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.2745014891987001,0.45485837938036133
rankine,4.551546326917436e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.45525666147709765,0.21306212609537478
brayton,4.551546326917436e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.27598402056327076,0.7744452149592339
rankine,6.105337229237153e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.4299430380221664,0.24912914732689084
brayton,6.105337229237153e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.27791078064899477,0.9867650224507725
rankine,8.189555813651161e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.445140220073189,0.25198037203225765
brayton,8.189555813651161e7,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.28721681727601767,0.5592416662094597
rankine,1.0985277619674985e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.44825325695663565,0.25201632245780414
brayton,1.0985277619674985e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.2930214947731258,0.4824485883530565
rankine,1.4735393118656895e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.45016946214678577,0.25271444728286807
brayton,1.4735393118656895e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.28901827664759827,0.5314347004175788
rankine,1.9765709878143796e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.4474766019754449,0.24959206919790622
brayton,1.9765709878143796e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.29227670328790334,0.49522867618354793
rankine,2.651325850901773e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.39356425797356187,0.24154249744287837
brayton,2.651325850901773e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.2980036950609978,0.43536099447541665
rankine,3.556426159746977e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.3941103851947263,0.2570259780426484
brayton,3.556426159746977e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.3046108676958308,0.38771380027579805
rankine,4.7705064337643623e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.39386720742380565,0.2567333014339638
brayton,4.7705064337643623e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.3302710381896645,0.313351556373881
rankine,6.399045168480675e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.4650471977192162,0.26724805660308504
brayton,6.399045168480675e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.3306517248676748,0.3136504187898784
rankine,8.58352873783763e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.46513675956198486,0.26733966096107753
brayton,8.58352873783763e8,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.34330149709418034,0.2814549247979542
rankine,1.1513743637283602e9,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.46560870824612643,0.2674855381569725
brayton,1.1513743637283602e9,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.3335601781070541,0.2979530600951683
rankine,1.5444265009647338e9,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.46567169619137516,0.22622147677658222
brayton,1.5444265009647338e9,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.34440566246336135,0.2735525234148346
rankine,2.0716573966075604e9,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.46502419262904005,0.2646471153038016
brayton,2.0716573966075604e9,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.35459176124960423,0.25660300571470385
rankine,2.7788725240326695e9,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.46513104549986395,0.2183496453794137
brayton,2.7788725240326695e9,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.3651290157090553,0.2460826141159611
rankine,3.72751426827092e9,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.4653222696663605,0.15628143113143056
brayton,3.72751426827092e9,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.3669344915364364,0.19060242240867142
rankine,4.999999999999999e9,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.46550259072629996,0.08380527029612694
brayton,4.999999999999999e9,0.5700000000000001,0.3666666666666667,0.6333333333333333,0.3671862981245272,0.1411346639468961
rankine,1.0e6,0.605,0.3666666666666667,0.6333333333333333,0.34533145684578925,-0.24648795014010028
brayton,1.0e6,0.605,0.3666666666666667,0.6333333333333333,0.2700594621207568,-40.79287897974798
rankine,1.3413764884981478e6,0.605,0.3666666666666667,0.6333333333333333,0.34747966564794597,-0.10880335071461356
brayton,1.3413764884981478e6,0.605,0.3666666666666667,0.6333333333333333,0.27010850144525855,-29.97933201073304
rankine,1.7992908838956216e6,0.605,0.3666666666666667,0.6333333333333333,0.3503022730340395,-0.005800919136327298
brayton,1.7992908838956216e6,0.605,0.3666666666666667,0.6333333333333333,0.2701742168898269,-21.917786469576544
rankine,2.4135264876266425e6,0.605,0.3666666666666667,0.6333333333333333,0.3534110557723924,0.06912850065699006
brayton,2.4135264876266425e6,0.605,0.3666666666666667,0.6333333333333333,0.2701849817461185,-15.832178320217782
rankine,3.2374476848698943e6,0.605,0.3666666666666667,0.6333333333333333,0.35801330156317346,0.12720647960967213
brayton,3.2374476848698943e6,0.605,0.3666666666666667,0.6333333333333333,0.27038012610586326,-11.427415950294725
rankine,4.342636207227237e6,0.605,0.3666666666666667,0.6333333333333333,0.36304136010475074,0.16890096985880398
brayton,4.342636207227237e6,0.605,0.3666666666666667,0.6333333333333333,0.2705378681376066,-8.087194489645858
rankine,5.825110106475398e6,0.605,0.3666666666666667,0.6333333333333333,0.36893916263917903,0.1994778355588377
brayton,5.825110106475398e6,0.605,0.3666666666666667,0.6333333333333333,0.2707487883645284,-5.5969999674960915
rankine,7.813665739739025e6,0.605,0.3666666666666667,0.6333333333333333,0.3755167181493586,0.22126743215253064
brayton,7.813665739739025e6,0.605,0.3666666666666667,0.6333333333333333,0.27103051061332417,-3.7404859367576995
rankine,1.0481067512269437e7,0.605,0.3666666666666667,0.6333333333333333,0.38283230608955965,0.23645031979105025
brayton,1.0481067512269437e7,0.605,0.3666666666666667,0.6333333333333333,0.27107821610160554,-2.2812668800246
rankine,1.4059057535320025e7,0.605,0.3666666666666667,0.6333333333333333,0.3903919448093024,0.2457985495563919
brayton,1.4059057535320025e7,0.605,0.3666666666666667,0.6333333333333333,0.27147080946891466,-1.2495377074514629
rankine,1.885848922832096e7,0.605,0.3666666666666667,0.6333333333333333,0.3984663006068563,0.2506820682045192
brayton,1.885848922832096e7,0.605,0.3666666666666667,0.6333333333333333,0.27257062443055236,-0.5548563048753652
rankine,2.5296334059465367e7,0.605,0.3666666666666667,0.6333333333333333,0.41163010994489924,0.25586872738463506
brayton,2.5296334059465367e7,0.605,0.3666666666666667,0.6333333333333333,0.27344951186099364,0.01903405496405708
rankine,3.393190775256175e7,0.605,0.3666666666666667,0.6333333333333333,0.4326985413822746,0.2623094185171957
brayton,3.393190775256175e7,0.605,0.3666666666666667,0.6333333333333333,0.27456196209496375,0.45052665615653364
rankine,4.551546326917436e7,0.605,0.3666666666666667,0.6333333333333333,0.45985163638091076,0.22502505335310163
brayton,4.551546326917436e7,0.605,0.3666666666666667,0.6333333333333333,0.27612353358798514,0.7667183916600299
rankine,6.105337229237153e7,0.605,0.3666666666666667,0.6333333333333333,0.4549193020380474,0.26569242761622347
brayton,6.105337229237153e7,0.605,0.3666666666666667,0.6333333333333333,0.2780937024149166,0.9945307165989832
rankine,8.189555813651161e7,0.605,0.3666666666666667,0.6333333333333333,0.4434921298041732,0.26414756007290185
brayton,8.189555813651161e7,0.605,0.3666666666666667,0.6333333333333333,0.28112311582764293,0.7279332001634586
rankine,1.0985277619674985e8,0.605,0.3666666666666667,0.6333333333333333,0.42284801835594044,0.2575085079215631
brayton,1.0985277619674985e8,0.605,0.3666666666666667,0.6333333333333333,0.29146933065113023,0.5186305215641187
rankine,1.4735393118656895e8,0.605,0.3666666666666667,0.6333333333333333,0.45607330954558967,0.2650359274887437
brayton,1.4735393118656895e8,0.605,0.3666666666666667,0.6333333333333333,0.2878618595159044,0.5804616475602445
rankine,1.9765709878143796e8,0.605,0.3666666666666667,0.6333333333333333,0.45527538505885845,0.26595092714443513
brayton,1.9765709878143796e8,0.605,0.3666666666666667,0.6333333333333333,0.29277204352410924,0.503327227134853
rankine,2.651325850901773e8,0.605,0.3666666666666667,0.6333333333333333,0.39368773421666603,0.2724645918053089
brayton,2.651325850901773e8,0.605,0.3666666666666667,0.6333333333333333,0.2986196104236548,0.44361807540336373
rankine,3.556426159746977e8,0.605,0.3666666666666667,0.6333333333333333,0.3939972149003427,0.27281058841864414
brayton,3.556426159746977e8,0.605,0.3666666666666667,0.6333333333333333,0.3053650781205276,0.39617741872081036
rankine,4.7705064337643623e8,0.605,0.3666666666666667,0.6333333333333333,0.3942141803673249,0.2730638991964389
brayton,4.7705064337643623e8,0.605,0.3666666666666667,0.6333333333333333,0.3304536536383975,0.3328699293203258
rankine,6.399045168480675e8,0.605,0.3666666666666667,0.6333333333333333,0.46532554401042836,0.28184528321221136
brayton,6.399045168480675e8,0.605,0.3666666666666667,0.6333333333333333,0.33031530515177665,0.3327486528417617
rankine,8.58352873783763e8,0.605,0.3666666666666667,0.6333333333333333,0.4633806197752195,0.28127210202792574
brayton,8.58352873783763e8,0.605,0.3666666666666667,0.6333333333333333,0.3449670345888327,0.2952487300554443
rankine,1.1513743637283602e9,0.605,0.3666666666666667,0.6333333333333333,0.4656304739606818,0.2821069309798563
brayton,1.1513743637283602e9,0.605,0.3666666666666667,0.6333333333333333,0.33625344629905973,0.31641443997009666
rankine,1.5444265009647338e9,0.605,0.3666666666666667,0.6333333333333333,0.46569207145802316,0.2819743577520014
brayton,1.5444265009647338e9,0.605,0.3666666666666667,0.6333333333333333,0.3538296996233289,0.26768997790644156
rankine,2.0716573966075604e9,0.605,0.3666666666666667,0.6333333333333333,0.4652228675232093,0.27925673795497896
brayton,2.0716573966075604e9,0.605,0.3666666666666667,0.6333333333333333,0.35710974407524787,0.272693526284422
rankine,2.7788725240326695e9,0.605,0.3666666666666667,0.6333333333333333,0.46506085493975835,0.21764756220394355
brayton,2.7788725240326695e9,0.605,0.3666666666666667,0.6333333333333333,0.36663398842543293,0.25674612800939023
rankine,3.72751426827092e9,0.605,0.3666666666666667,0.6333333333333333,0.4648886407349375,0.1566503861249724
brayton,3.72751426827092e9,0.605,0.3666666666666667,0.6333333333333333,0.36686323267088217,0.1907899676931919
rankine,4.999999999999999e9,0.605,0.3666666666666667,0.6333333333333333,0.4622472809407012,0.09158151537143266
brayton,4.999999999999999e9,0.605,0.3666666666666667,0.6333333333333333,0.36711394854702106,0.1414096273487313
rankine,1.0e6,0.64,0.3666666666666667,0.6333333333333333,0.34547521451496543,-0.23930722700709195
brayton,1.0e6,0.64,0.3666666666666667,0.6333333333333333,0.27006274497882654,-40.80049397604668
rankine,1.3413764884981478e6,0.64,0.3666666666666667,0.6333333333333333,0.3476646260470969,-0.10158395908561668
brayton,1.3413764884981478e6,0.64,0.3666666666666667,0.6333333333333333,0.27011290267037724,-29.986948107974847
rankine,1.7992908838956216e6,0.64,0.3666666666666667,0.6333333333333333,0.3505372161706021,0.0014701733846088638
brayton,1.7992908838956216e6,0.64,0.3666666666666667,0.6333333333333333,0.2701801164144514,-21.925404043434927
rankine,2.4135264876266425e6,0.64,0.3666666666666667,0.6333333333333333,0.354027815971785,0.07775895576167158
brayton,2.4135264876266425e6,0.64,0.3666666666666667,0.6333333333333333,0.27019975355152137,-15.846511348056467
rankine,3.2374476848698943e6,0.64,0.3666666666666667,0.6333333333333333,0.35827111131654565,0.13430318915935102
brayton,3.2374476848698943e6,0.64,0.3666666666666667,0.6333333333333333,0.27039071754455724,-11.435038160501085
rankine,4.342636207227237e6,0.64,0.3666666666666667,0.6333333333333333,0.3635384548307514,0.1765987751364534
brayton,4.342636207227237e6,0.64,0.3666666666666667,0.6333333333333333,0.2705520510967634,-8.094820261521964
rankine,5.825110106475398e6,0.64,0.3666666666666667,0.6333333333333333,0.36945400143714757,0.20717119747274026
brayton,5.825110106475398e6,0.64,0.3666666666666667,0.6333333333333333,0.27076776978453054,-5.604630515205567
rankine,7.813665739739025e6,0.64,0.3666666666666667,0.6333333333333333,0.37611018421370923,0.22915288873157114
brayton,7.813665739739025e6,0.64,0.3666666666666667,0.6333333333333333,0.27083153434025775,-3.6795304369562656
rankine,1.0481067512269437e7,0.64,0.3666666666666667,0.6333333333333333,0.3834822554977102,0.24455599943888795
brayton,1.0481067512269437e7,0.64,0.3666666666666667,0.6333333333333333,0.2711415500835076,-2.295598577878911
rankine,1.4059057535320025e7,0.64,0.3666666666666667,0.6333333333333333,0.3911266544210711,0.25423749461785217
brayton,1.4059057535320025e7,0.64,0.3666666666666667,0.6333333333333333,0.27195170066673613,-1.3320263861631987
rankine,1.885848922832096e7,0.64,0.3666666666666667,0.6333333333333333,0.39957505340122257,0.2598570057804176
brayton,1.885848922832096e7,0.64,0.3666666666666667,0.6333333333333333,0.2726308724761183,-0.56252875581567
rankine,2.5296334059465367e7,0.64,0.3666666666666667,0.6333333333333333,0.41386518139026185,0.21835677208731796
brayton,2.5296334059465367e7,0.64,0.3666666666666667,0.6333333333333333,0.2728391816408604,0.07871699321224057
rankine,3.393190775256175e7,0.64,0.3666666666666667,0.6333333333333333,0.4363190689387306,0.27492796224647353
brayton,3.393190775256175e7,0.64,0.3666666666666667,0.6333333333333333,0.2741596553302714,0.4804511614783643
rankine,4.551546326917436e7,0.64,0.3666666666666667,0.6333333333333333,0.46463525839321806,0.23770636827458524
brayton,4.551546326917436e7,0.64,0.3666666666666667,0.6333333333333333,0.27626336254061046,0.758960707459232
rankine,6.105337229237153e7,0.64,0.3666666666666667,0.6333333333333333,0.44083246106303353,0.2740092971754897
brayton,6.105337229237153e7,0.64,0.3666666666666667,0.6333333333333333,0.2782771772535608,0.9976622098728158
rankine,8.189555813651161e7,0.64,0.3666666666666667,0.6333333333333333,0.4467136678031923,0.2748017674514214
brayton,8.189555813651161e7,0.64,0.3666666666666667,0.6333333333333333,0.28920899758076457,0.5445586421701691
rankine,1.0985277619674985e8,0.64,0.3666666666666667,0.6333333333333333,0.44647341503483706,0.2754174318077379
brayton,1.0985277619674985e8,0.64,0.3666666666666667,0.6333333333333333,0.28629057237055566,0.5964348783209514
rankine,1.4735393118656895e8,0.64,0.3666666666666667,0.6333333333333333,0.45394140166975805,0.2784898080539797
brayton,1.4735393118656895e8,0.64,0.3666666666666667,0.6333333333333333,0.28825736541210956,0.5885391282951975
rankine,1.9765709878143796e8,0.64,0.3666666666666667,0.6333333333333333,0.45167845445545607,0.2777539307669753
brayton,1.9765709878143796e8,0.64,0.3666666666666667,0.6333333333333333,0.2932720232190824,0.5115592661177841
rankine,2.651325850901773e8,0.64,0.3666666666666667,0.6333333333333333,0.3959437587891803,0.26555344632372857
brayton,2.651325850901773e8,0.64,0.3666666666666667,0.6333333333333333,0.29924308508480424,0.4520538989539886
rankine,3.556426159746977e8,0.64,0.3666666666666667,0.6333333333333333,0.3938574203749071,0.28845681996793004
brayton,3.556426159746977e8,0.64,0.3666666666666667,0.6333333333333333,0.3061313101378347,0.40488023138881457
rankine,4.7705064337643623e8,0.64,0.3666666666666667,0.6333333333333333,0.39390105887193816,0.288575015593716
brayton,4.7705064337643623e8,0.64,0.3666666666666667,0.6333333333333333,0.33006305329461927,0.3518438814218193
rankine,6.399045168480675e8,0.64,0.3666666666666667,0.6333333333333333,0.39411593950015,0.2887838110570973
brayton,6.399045168480675e8,0.64,0.3666666666666667,0.6333333333333333,0.32994504304421146,0.34804098262214045
rankine,8.58352873783763e8,0.64,0.3666666666666667,0.6333333333333333,0.464611633961279,0.2974736061103699
brayton,8.58352873783763e8,0.64,0.3666666666666667,0.6333333333333333,0.3470390546230866,0.30716678484704474
rankine,1.1513743637283602e9,0.64,0.3666666666666667,0.6333333333333333,0.46561384224767344,0.29682790949673055
brayton,1.1513743637283602e9,0.64,0.3666666666666667,0.6333333333333333,0.3381240969040967,0.32914610292472635
rankine,1.5444265009647338e9,0.64,0.3666666666666667,0.6333333333333333,0.4656726374107687,0.2949109880553962
brayton,1.5444265009647338e9,0.64,0.3666666666666667,0.6333333333333333,0.35576970197845925,0.27901086494563054
rankine,2.0716573966075604e9,0.64,0.3666666666666667,0.6333333333333333,0.46284813620338994,0.2950033702810676
brayton,2.0716573966075604e9,0.64,0.3666666666666667,0.6333333333333333,0.3588871403778213,0.2851911744010004
rankine,2.7788725240326695e9,0.64,0.3666666666666667,0.6333333333333333,0.4654536507279965,0.22188987215724754
brayton,2.7788725240326695e9,0.64,0.3666666666666667,0.6333333333333333,0.36656843817356966,0.256852304843613
rankine,3.72751426827092e9,0.64,0.3666666666666667,0.6333333333333333,0.4646262475844837,0.1586665030912522
brayton,3.72751426827092e9,0.64,0.3666666666666667,0.6333333333333333,0.36678757975261767,0.19095578536889246
rankine,4.999999999999999e9,0.64,0.3666666666666667,0.6333333333333333,0.46326531835840556,0.10077924792887694
brayton,4.999999999999999e9,0.64,0.3666666666666667,0.6333333333333333,0.36703392965212944,0.14165544584694423
rankine,1.0e6,0.675,0.3666666666666667,0.6333333333333333,0.3456187704336213,-0.23211536778026431
brayton,1.0e6,0.675,0.3666666666666667,0.6333333333333333,0.27006602800226465,-40.8081096511705
rankine,1.3413764884981478e6,0.675,0.3666666666666667,0.6333333333333333,0.3478492553512236,-0.09434963668915164
brayton,1.3413764884981478e6,0.675,0.3666666666666667,0.6333333333333333,0.2701173041928351,-29.99456511577328
rankine,1.7992908838956216e6,0.675,0.3666666666666667,0.6333333333333333,0.3507716312399529,0.008761282820320515
brayton,1.7992908838956216e6,0.675,0.3666666666666667,0.6333333333333333,0.2701860164735763,-21.933022838686043
rankine,2.4135264876266425e6,0.675,0.3666666666666667,0.6333333333333333,0.35433100435200116,0.0851638100007327
brayton,2.4135264876266425e6,0.675,0.3666666666666667,0.6333333333333333,0.27021452256286427,-15.860844565861566
rankine,3.2374476848698943e6,0.675,0.3666666666666667,0.6333333333333333,0.358730224063462,0.14207974912596877
brayton,3.2374476848698943e6,0.675,0.3666666666666667,0.6333333333333333,0.2704013107086155,-11.44266256831306
rankine,4.342636207227237e6,0.675,0.3666666666666667,0.6333333333333333,0.36395398504350407,0.18414164598309168
brayton,4.342636207227237e6,0.675,0.3666666666666667,0.6333333333333333,0.27056623715339323,-8.102448981178345
rankine,5.825110106475398e6,0.675,0.3666666666666667,0.6333333333333333,0.3699666029890062,0.21492910705785362
brayton,5.825110106475398e6,0.675,0.3666666666666667,0.6333333333333333,0.27078675676105823,-5.612265016932266
rankine,7.813665739739025e6,0.675,0.3666666666666667,0.6333333333333333,0.3767008795447093,0.23712479260256347
brayton,7.813665739739025e6,0.675,0.3666666666666667,0.6333333333333333,0.2708789205981239,-3.693863186379983
rankine,1.0481067512269437e7,0.675,0.3666666666666667,0.6333333333333333,0.38414642222170303,0.25280250888257016
brayton,1.0481067512269437e7,0.675,0.3666666666666667,0.6333333333333333,0.27120483242811777,-2.309931101023921
rankine,1.4059057535320025e7,0.675,0.3666666666666667,0.6333333333333333,0.3918579894450408,0.26283133913963097
brayton,1.4059057535320025e7,0.675,0.3666666666666667,0.6333333333333333,0.2719969736000787,-1.3396929664209978
rankine,1.885848922832096e7,0.675,0.3666666666666667,0.6333333333333333,0.4007713862947826,0.2693525906594296
brayton,1.885848922832096e7,0.675,0.3666666666666667,0.6333333333333333,0.2726911772532068,-0.5702140058079783
rankine,2.5296334059465367e7,0.675,0.3666666666666667,0.6333333333333333,0.4160113925161488,0.27763213808810105
brayton,2.5296334059465367e7,0.675,0.3666666666666667,0.6333333333333333,0.2732293242518288,0.04086456069054201
rankine,3.393190775256175e7,0.675,0.3666666666666667,0.6333333333333333,0.4398578564511463,0.2879792441673802
brayton,3.393190775256175e7,0.675,0.3666666666666667,0.6333333333333333,0.27481951401726235,0.4316961942989661
rankine,4.551546326917436e7,0.675,0.3666666666666667,0.6333333333333333,0.46358576608071445,0.2912746895124101
brayton,4.551546326917436e7,0.675,0.3666666666666667,0.6333333333333333,0.27640350507664735,0.7511721416481166
rankine,6.105337229237153e7,0.675,0.3666666666666667,0.6333333333333333,0.4494250575004217,0.28879782646904206
brayton,6.105337229237153e7,0.675,0.3666666666666667,0.6333333333333333,0.2784611997168892,0.9898137197036291
rankine,8.189555813651161e7,0.675,0.3666666666666667,0.6333333333333333,0.4456570931311973,0.2879509449080795
brayton,8.189555813651161e7,0.675,0.3666666666666667,0.6333333333333333,0.2831728339513351,0.7250537121483697
rankine,1.0985277619674985e8,0.675,0.3666666666666667,0.6333333333333333,0.45594095766275855,0.29212666523042796
brayton,1.0985277619674985e8,0.675,0.3666666666666667,0.6333333333333333,0.2835518765515307,0.6734792435064116
rankine,1.4735393118656895e8,0.675,0.3666666666666667,0.6333333333333333,0.4591695214198015,0.29364515213205544
brayton,1.4735393118656895e8,0.675,0.3666666666666667,0.6333333333333333,0.288655597119436,0.59671647233759
rankine,1.9765709878143796e8,0.675,0.3666666666666667,0.6333333333333333,0.46163976174173305,0.29411328259625724
brayton,1.9765709878143796e8,0.675,0.3666666666666667,0.6333333333333333,0.29377650550548906,0.5199251836675843
rankine,2.651325850901773e8,0.675,0.3666666666666667,0.6333333333333333,0.39046195682700213,0.3005855787150181
brayton,2.651325850901773e8,0.675,0.3666666666666667,0.6333333333333333,0.29987382892867287,0.46066916781379474
rankine,3.556426159746977e8,0.675,0.3666666666666667,0.6333333333333333,0.39393304618449876,0.30449836017436893
brayton,3.556426159746977e8,0.675,0.3666666666666667,0.6333333333333333,0.30690896592071204,0.4138235026172269
rankine,4.7705064337643623e8,0.675,0.3666666666666667,0.6333333333333333,0.40008776961593195,0.2934130477915218
brayton,4.7705064337643623e8,0.675,0.3666666666666667,0.6333333333333333,0.32997850010731467,0.3710928057983388
rankine,6.399045168480675e8,0.675,0.3666666666666667,0.6333333333333333,0.42258001079779284,0.29879440011857816
brayton,6.399045168480675e8,0.675,0.3666666666666667,0.6333333333333333,0.33767958602456516,0.3457083603449711
rankine,8.58352873783763e8,0.675,0.3666666666666667,0.6333333333333333,0.46518803180302704,0.3141226371315605
brayton,8.58352873783763e8,0.675,0.3666666666666667,0.6333333333333333,0.3302193512326923,0.3713690300845057
rankine,1.1513743637283602e9,0.675,0.3666666666666667,0.6333333333333333,0.46566499405490425,0.311769920331447
brayton,1.1513743637283602e9,0.675,0.3666666666666667,0.6333333333333333,0.35540193639938167,0.3065403828795985
rankine,1.5444265009647338e9,0.675,0.3666666666666667,0.6333333333333333,0.4654872230767686,0.3091107257697182
brayton,1.5444265009647338e9,0.675,0.3666666666666667,0.6333333333333333,0.35042991019867287,0.3169543996135248
rankine,2.0716573966075604e9,0.675,0.3666666666666667,0.6333333333333333,0.4655177104802729,0.3013391810330781
brayton,2.0716573966075604e9,0.675,0.3666666666666667,0.6333333333333333,0.3596349884407183,0.2911114277334659
rankine,2.7788725240326695e9,0.675,0.3666666666666667,0.6333333333333333,0.4654201631700138,0.22520333570400308
brayton,2.7788725240326695e9,0.675,0.3666666666666667,0.6333333333333333,0.3663095636348024,0.25249490214143133
rankine,3.72751426827092e9,0.675,0.3666666666666667,0.6333333333333333,0.46515545029708993,0.16250528985652435
brayton,3.72751426827092e9,0.675,0.3666666666666667,0.6333333333333333,0.36670749261196234,0.1910998754357729
rankine,4.999999999999999e9,0.675,0.3666666666666667,0.6333333333333333,0.4653471130914769,0.11617880078272003
brayton,4.999999999999999e9,0.675,0.3666666666666667,0.6333333333333333,0.36694616614466447,0.14187211944153444
rankine,1.0e6,0.71,0.3666666666666667,0.6333333333333333,0.34576212488555,-0.22491236154904226
brayton,1.0e6,0.71,0.3666666666666667,0.6333333333333333,0.27006931119104294,-40.81572600512924
rankine,1.3413764884981478e6,0.71,0.3666666666666667,0.6333333333333333,0.3480335541072318,-0.08710036395863341
brayton,1.3413764884981478e6,0.71,0.3666666666666667,0.6333333333333333,0.2701217060125647,-30.002183034146327
rankine,1.7992908838956216e6,0.71,0.3666666666666667,0.6333333333333333,0.3510055191974937,0.016072444224601523
brayton,1.7992908838956216e6,0.71,0.3666666666666667,0.6333333333333333,0.27019191706704015,-21.940642855362782
rankine,2.4135264876266425e6,0.71,0.3666666666666667,0.6333333333333333,0.35467563834215743,0.09276714635932037
